,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2001-07-01,-0.0162725152289154,-0.0174967619555799,-0.0125537241557213,-0.01739173587122,-0.0109140277410303,-0.0436942872729994,0.0072375335181853,-0.0003199816559972,-0.0278899508145551,0.0332859508957184
2001-08-01,-0.0711656272149965,0.0004562947961339,-0.0331213394064807,-0.0739820664450731,-0.048620472041345,-0.1634471658967577,0.0059881588579782,-0.0368239691250841,-0.0539234331153325,-0.0817455301952161
2001-09-01,-0.0772240426417186,-0.1156894853744363,-0.1140760449502009,-0.0550645801799138,-0.146119445434071,-0.1563052839448103,0.0059657727510604,-0.0113892677375015,-0.1571252703217085,-0.1316866494742575
2001-10-01,0.0406637995883898,0.0462096213963181,0.0710920227351161,0.0048759268352138,0.0481674585572355,0.1626314261815449,0.0083094616140841,-0.052864085203222,0.0385955116861076,0.0732030499180125
2001-11-01,0.0447885629191764,0.0759309839780699,-0.0575727620351662,0.0331577637818329,0.0683200087857207,0.0950654109661957,0.0200164196584027,-0.0189617240065164,0.101461583978732,0.0962232076487323
2001-12-01,0.0225578177100831,0.0016391354758302,0.0353778601162242,0.0326633852081033,0.0544354938810736,0.0169494910408156,-0.0227273164893573,0.04486566554731,0.0321508410131645,0.0642610149761417
2002-01-01,-0.024928700804832,0.0111206682368658,-0.0230191624194441,-0.0224598124245899,-0.0703976276751259,-0.0528458693230448,-0.0023699451655483,-0.0474853591625588,-0.0176593889588556,0.0191706489989587
2002-02-01,0.0096756225467131,0.0733276919097181,0.0432600816959793,0.0085672844565802,0.0570868101943282,-0.0690985290081144,0.0396032254211193,0.0173559054176557,0.0677907510423001,0.0253081416304645
2002-03-01,0.0101831236067488,0.0102179036548915,0.0806401027259033,0.0498156262778348,0.0032922460532198,0.0101427271899121,-0.0047514202312198,0.0205350279663205,0.0288698861883824,-0.0154392138825512
2002-04-01,-0.0470451849344666,-0.0407124599434801,-0.0367832028761687,-0.0169741221576978,-0.0657362063478348,-0.1378368919058443,-0.0214963361412594,-0.0419506899630943,0.0211461963204682,-0.0040709471320143
2002-05-01,-0.0440559524205929,0.0318294574625914,-0.054246483493717,-0.0292789771301795,-0.036556127395651,-0.0619371634550296,-0.0474701204170266,-0.0400446908497069,-0.0210420059032175,-0.0367845135172224
2002-06-01,-0.067073408558376,-0.0074767925314099,-0.0148531758170777,-0.0437219471628713,-0.0462421635932237,-0.1450334071033261,-0.0717270868235752,-0.065122105693358,-0.0949622548989701,-0.056279330191957
2002-07-01,-0.0850245439359108,-0.1136660688210469,-0.1815026926715995,-0.0869214518887534,-0.0566038475393169,-0.0963702230891871,-0.0609698938007787,-0.1418946047179121,-0.0147057475954477,-0.1197446342036218
2002-08-01,-0.0056318979904953,-0.0283892871094749,0.0357814537548659,-0.0066721982796622,-0.0281817313095814,-0.0138784367356644,-0.0047396106425493,0.0260051891823931,-0.0045921988848219,0.0247333131172353
2002-09-01,-0.0246463074232693,-0.0477419116868045,-0.0023231514156267,-0.0297338272594127,-0.04363181884003,-0.0762963594105757,-0.0232435354985296,-0.0817226216711527,0.0092782101296855,-0.0291648243435812
2002-10-01,0.0530802390875164,0.0164976382299304,0.013284284624317,0.0617163802576186,0.0186548076127881,0.2189252309867957,0.0215900838441605,-0.0337372227505066,0.0366827101562172,0.0540770533578518
2002-11-01,0.0427606199447498,0.0764396895263177,0.017631452537868,0.022728278713761,0.045300998854975,0.1282896706158858,-0.0475506698398275,0.0087287618838851,0.0114269690634287,0.0382736501794997
2002-12-01,-0.0277538736471467,-0.0022187121814777,0.0181085376839917,-0.0197950473134506,-0.0209115692865693,-0.0879235897939976,0.0301786448739573,0.07266167879942,-0.0024756265709877,-0.0574586842865658
2003-01-01,-0.0531459969473768,-0.0717092752816073,-0.0377194392394064,-0.0451755665815036,-0.0696016513697891,-0.0653847549144089,-0.048720252803365,-0.0428566564222665,-0.0337372259268768,-0.0650537543996279
2003-02-01,-0.024817181309953,-0.0328043269107475,0.0250684524617559,-0.0436384451053999,-0.0279902147346887,-0.0212617375971158,-0.0419036653307342,-0.050106814706689,-0.0231499097183105,-0.0231939240809526
2003-03-01,0.027314740349086,0.0210188932516868,0.0164328897830365,0.0281375197738158,0.0290489740585488,0.0140154977051421,0.0049617564720079,0.0509556825640296,0.0552920397780984,0.0517449792695037
2003-04-01,0.0681075884693986,0.0710435349047924,-0.0219874475897161,0.0961987715222016,0.0766081916977212,0.0891499874827943,0.0318744219539188,0.0642198688893698,0.0217788867123267,0.0939129339767845
2003-05-01,0.0593038380283772,0.0482416655703588,0.1065651895684729,0.0607878620740314,0.0531317683344401,0.0697966215690515,0.0481673303548588,0.125761397507045,0.0097538878062009,0.0727344175362567
2003-06-01,0.0157774979691693,-0.0030618281102309,-0.0188737666682214,0.0070770846458634,0.0130266837109134,0.0266902862641387,0.0200892227702365,-0.0019193717929795,0.058125007486139,0.002873942415509
2003-07-01,-0.0002032042871074,0.0701156919170287,-0.0370365269534773,0.0112724224579161,0.0227270462707593,0.0115540115745558,-0.0196750001686588,-0.064633749303452,-0.0352656545655224,0.0196078159597852
2003-08-01,0.0435487311425948,0.050609561075041,0.0734656213056463,0.0258758316171801,0.0623092746877222,0.0759565119625733,0.0386349960597771,0.0433095326479175,-0.0073820178989569,0.0667633892138801
2003-09-01,-0.003191570951681,-0.0401354137084111,-0.0127667731810524,0.0162155016167291,-0.0223816901616468,-0.0084924859772769,0.0029356990441444,0.032039161557462,0.0054492454935943,-0.0347938182647029
2003-10-01,0.0383029164812529,0.0792791851817791,-0.0110654076368885,0.0541266702355709,0.0463154929694149,0.0749465807774045,0.035766089334255,0.0104887130415443,-0.0137760126313232,0.0698658735278385
2003-11-01,0.0151905489406798,0.0509184586489259,0.0244507429441482,-0.0029129393177868,0.0297784940679968,0.000995767970257,0.0009334797114979,0.0,0.0408306563466309,0.0108837208843148
2003-12-01,0.0386203508168334,0.0610033457658913,0.1190807859640092,0.0320500175661417,0.0500736277107498,0.0261036007999564,0.0075136388549787,0.0599016668855243,0.0435402278700736,0.0213781276469964
2004-01-01,0.0246332426455622,-0.0440509255603956,0.0286852371190651,0.0402281010671683,0.0089752407189711,0.0375976902284247,0.0162640072577575,0.0171895334377476,0.0383852852974613,0.0
2004-02-01,0.0192161211213981,0.0744388646392197,0.0667137481907425,0.0297737167628977,-0.0003707573813429,-0.0136473321618773,0.0644720940679872,0.0299963417428832,0.0006374211740534,0.0310698733310619
2004-03-01,-0.0170553261356041,-0.0318256883122479,-0.0362934537595117,-0.0081624641930864,-0.0117787420855204,-0.0281485186922502,-0.0174993395823165,0.0085808458795462,-0.0377319502850592,-0.0079908013281784
2004-04-01,-0.0143261405020355,-0.0501527040774752,0.0527584413170816,-0.0471220902772742,0.0052710564335787,-0.0427100986039219,0.0232558814605425,-0.0389503673896665,0.0371599039370147,-0.010661752018252
2004-05-01,0.0049934196897505,0.022400357300623,-0.0121195045550086,0.0063584076570453,0.0131084377333088,0.0261542603590929,-0.0115779556722565,0.0038396070870523,-0.0108768319578096,0.0003167750208368
2004-06-01,0.0056987492741291,0.0337728950320266,0.0492552546453175,0.0012447848323215,0.04579486967874,0.0154919869545557,-0.0045294565714036,0.0066116246232179,-0.0228352873291313,-0.0024906548294506
2004-07-01,-0.0165579035825105,0.0011409363505991,0.0282360026262067,-0.0084567318624169,-0.008500732349564,-0.0408461635246764,-0.0301834420329158,0.0349228364984488,-0.0411550323566854,-0.0263994222966139
2004-08-01,0.0022505373491226,0.0148114635720659,0.0030854622126128,0.0223884927994801,-0.0035728337777038,-0.03950798282361,0.0076675735839721,0.0296298162747523,0.0214603086272002,-0.0045734592335512
2004-09-01,0.0251807324462574,0.0415475801119638,0.0941639211565679,0.0113586796005651,0.0355232829737319,0.0470088238101973,-0.0164478924747932,0.0176257131340777,-0.0123040861189931,0.0382782545241005
2004-10-01,-0.0012320293833688,-0.0137183757081795,-0.0141125650486915,-0.0082934999723393,-0.0006947291503175,0.0265307056818873,-0.0059414633392792,0.0487134604151846,-0.0402618104282419,0.0316558504576796
2004-11-01,0.0535048335992864,0.0900438774608265,0.0480960791281652,0.0480838996849419,0.0771898785368061,0.0641151131779169,0.0409196233323445,0.0271905205919551,0.0462542153675076,0.0540045365112071
2004-12-01,0.0137412349024872,-0.0059491889333312,-0.041052049520568,0.0175852758688512,-0.0007993972513408,-0.0030178932397654,0.023644436469324,0.0217932215569052,0.0257553774387988,0.0238477224905746
2005-01-01,-0.0115549487871358,-0.0125721503520634,0.0917668412478425,-0.0075605004034453,-0.0165585217377437,-0.0425227237635196,0.012131492825524,0.0399559693201101,-0.0103885138510489,-0.0356534366572309
2005-02-01,0.0195108201115608,0.071231456948233,0.1259490874235445,-0.0076182150659377,0.0118855109658044,0.0074848321018801,0.0064215509721232,0.0174644219383495,0.0284459348081718,0.0050282710131208
2005-03-01,-0.0275406024455909,-0.0307299473679638,0.0250298144094422,-0.0604455650986138,-0.0131951303061612,-0.0396233765818653,-0.0261704954210773,0.0117406855281787,-0.0220296306926084,-0.0304009112402063
2005-04-01,-0.0087712756678213,-0.0608576044222851,-0.0603234326316231,0.0182141827879691,-0.0218976389224606,-0.0278492337447622,0.0065792403640936,0.0300855545367599,0.0483106489294165,-0.0513678221662524
2005-05-01,0.0352230282876075,0.0003537239572592,0.0288279871860879,0.0350759951506134,0.0298510513738399,0.0811665018185523,0.0226575931922849,0.0096247625264522,0.0109576346460453,0.0608781713554229
2005-06-01,-0.0040459191945203,-0.03529819907299,0.0732757592884629,0.0055957227683953,-0.0265673221574022,-0.0201174737212607,-0.0225802671828763,0.0555617356441002,-0.0091036110066142,-0.0061009831513503
2005-07-01,0.0344681718424535,0.0508854625787831,0.0585383849217935,0.0145764041795872,0.0339215780881845,0.0545819962917584,0.0232146303826314,0.0,0.0290414815619399,0.0544733338604197
2005-08-01,-0.0093812685032608,-0.034386112020141,0.0802499840281993,-0.0140320944160067,-0.0269030929209623,-0.0123458157866295,-0.0136986852176642,0.0357932067697508,-0.0081533730923741,-0.042712873212346
2005-09-01,0.0051587028394981,0.0007497041624497,0.0331606469291083,0.0037798693864372,0.0147774874988486,0.0033655187490766,0.0141572368730877,0.0377752590956637,-0.0049036322227304,-0.0214729722175223
2005-10-01,-0.0172106125122829,0.009492276334053,-0.0823836102541439,0.0292014913131046,-0.0113409287713196,-0.023479074982734,-0.0090324099146646,-0.0927018055805586,-0.0344172312110707,-0.0169752260982426
2005-11-01,0.0514566383610841,0.0940325605821892,0.0407164576667289,0.0570768325839867,0.0732118355577555,0.0814529327173538,0.0217018802836337,0.0223807046189743,0.0254125697074873,0.0511768349692691
2005-12-01,0.0053802229718995,0.0302132165163937,0.0336056694486166,0.0115460221523548,0.000316374119289,-0.0264974721731833,0.0007678427957391,0.0242776947249596,0.0368716416156451,-0.0093038179383888
2006-01-01,0.0133386572230533,0.0294307049276449,0.0681212040853631,-0.0083849943720626,0.0047426973600921,0.0197089913119405,-0.0021330158069166,0.0074998229975109,0.0068514144850333,0.0103032897852963
2006-02-01,0.0076331887848701,-0.0091111280874057,-0.0543613026754584,0.0272472153238021,0.0305223406246788,0.0161070527149806,0.0098332987398559,0.0074442289950096,0.0061860842818184,0.0113976636894763
2006-03-01,0.0067701797275181,0.0434543186674274,0.0306609078904656,-0.0007671204268708,0.0396163483434586,0.0086046910968482,0.007808880633209,-0.0424323912336412,-0.0143019656112831,-0.0051332855508039
2006-04-01,0.0051643687407167,0.0296181085925544,0.0617915178821502,0.0254602539164965,0.0206369298363755,-0.0269414674726122,0.0059123788432466,0.0051834155026353,-0.0387981283722584,0.0107337112135863
2006-05-01,-0.0128060797841201,-0.0361802715728694,-0.0409778140926664,-0.0110678613837146,-0.009532346274502,-0.0410713428439529,0.0079764222619891,0.0360935371891477,0.0016271602134192,0.0041296395060503
2006-06-01,-0.0028370112563029,0.0061075266803665,0.0336126330806687,-0.0045047780995967,-0.0079703182306223,-0.0144367540588263,0.0187524927108551,0.0240544719974618,-0.0116729264439117,-0.015527281281932
2006-07-01,-0.0045381609960816,-0.0563425388123212,0.0237098917201126,0.0079460965222928,-0.0660179200651567,-0.0468747112957214,0.0049321246020035,0.0493112109257543,0.0524756417688956,-0.0436604347152579
2006-08-01,0.0330138029860531,0.0502442063863761,-0.0378066511877563,0.0163738971962636,0.0249290490953359,0.0901636254256266,0.0494884773579775,0.0157613438697294,0.033866330511139,0.037836289211965
2006-09-01,0.0170847086245224,-0.0094451273233607,-0.0615751810187528,0.0363008907642203,0.0339199780866346,0.0284017530827926,-0.0126150743841957,-0.0081521928094537,0.0043279285678186,0.0574680922123687
2006-10-01,0.0284042349853426,0.0498422803220148,0.0439060586419493,0.0193975024484438,0.0200359161258079,0.0425832251451037,0.0166600972606045,0.0516938658843071,0.0018181247632942,0.0539533114992976
2006-11-01,0.0245504276616117,0.0432691151462132,0.1007980509269603,0.0073847046905457,0.0237464353433973,0.024154273584708,-0.0039016873334969,0.0197169150387179,0.005142538760505,0.0192316153143967
2006-12-01,0.0138185170627032,0.0077352835167947,-0.0653968370544728,0.0488909584740586,0.0170336823771488,0.0061622434697532,0.0349936608151193,0.0118356294114441,0.0116669899859231,0.0273100918870401
2007-01-01,0.0229185842784496,0.0600980941245761,0.0303990058877481,0.0108341264542262,0.0232754411053919,0.0128591386376637,0.0174968599109572,0.0021723046956034,0.0388055200360062,0.0280364623690461
2007-02-01,-0.0283519651505785,0.0100849697260052,-0.0271010062005735,-0.0377812608666411,-0.021359733297786,-0.0236986802665243,-0.0168221597178684,0.0474256598576274,-0.0356322445789417,-0.0388884749188489
2007-03-01,0.0157558795025571,0.0277610143459414,0.0766870948365745,-0.0128483602564904,0.0115385907172549,0.0160381033653138,0.021009651404535,0.0574240913293186,0.0118145169439789,0.0044480066695871
2007-04-01,0.0457933651002107,0.0110409868572365,0.0456709172099085,0.0504248691954742,0.0511088194981235,0.0469283099252544,0.0213330011183012,0.0329643375520654,0.06976046310182,0.0230604833931094
2007-05-01,0.0363889883167114,0.0782627741116048,0.0827969536036077,0.0253508167139153,0.049425286852029,0.0452320599734188,0.0223520678901241,-0.0090502597919497,0.0160261926847029,0.0330433153258684
2007-06-01,-0.010615970081713,-0.0032455363807963,0.0216753344246469,-0.0349952070743155,0.0035973646732629,0.0073345778884048,-0.016558882911732,-0.0284136690062144,-0.0290599720760774,-0.0178564972100236
2007-07-01,-0.0353119686816472,-0.0364517103403526,-0.0197978809920551,-0.088243387108624,0.0096637945129725,-0.0007742424367221,-0.0220019643675304,-0.0321298180725206,-0.0464654760871932,-0.0629743725971787
2007-08-01,0.0180975663018061,0.001260665126634,0.0331299169121859,0.0222426944880984,-0.0025189729230352,0.0248057564590329,0.0194978460747121,0.0126098586522864,0.0248078183825788,0.0062071987372587
2007-09-01,0.0399244958442124,0.0855578831515628,0.0731399492847031,0.0358341423621744,0.0560698363268823,0.0330744165126155,0.0318279606747671,0.0323909928316363,0.0378996795223027,0.0027755930970401
2007-10-01,-0.0211919927502552,-0.0130532897898381,-0.0216822294594684,-0.0849297965483911,-0.0420571884546268,0.0304475004597746,-0.0017918934399736,0.0307387049889524,-0.0105873983375284,-0.0426161456487261
2007-11-01,-0.0221811602729388,-0.0212566011405231,-0.0094023376573589,-0.0390628228131968,-0.0215758091337288,-0.0708435533456416,0.0441650547318339,0.0377590285051798,0.020557368593409,-0.0349941987106774
2007-12-01,-0.0134130550882098,0.0060996462590161,0.0807409848027971,-0.0693210779611023,-0.0078382871325655,0.0053804894887297,-0.01871904080187,-0.0171328573295751,-0.0323560114843899,-0.0591771072078204
2008-01-01,-0.0369145423554335,-0.0092009938218583,-0.1025154765890047,0.0465447983752553,-0.0171384407710539,-0.0945633110797736,-0.0324062275698036,-0.0439534636078282,-0.0309100521880995,0.0208074905299069
2008-02-01,-0.0435591517684708,0.0153958182198914,0.0791872293586017,-0.141509808380937,-0.0282694496736288,-0.0638475204504489,-0.0025477602959345,-0.0511925838383888,-0.0316010112544465,-0.0492850179243031
2008-03-01,0.0283618199010828,0.0007081064975986,-0.0173085520908206,0.0531665643796537,0.0445866557692971,0.0413835494418675,0.0347000628050866,0.0267367158830844,-0.029833111332496,0.0285532085143682
2008-04-01,0.0330138356154101,0.0135105464883968,0.0597750895553246,0.0338094512356772,0.0130717169923315,0.0759220251855856,-0.001772722492826,0.0367422162718138,0.0116830165392469,0.0361373635183979
2008-05-01,-0.0157310952469629,0.0514164329117832,0.0819158987141459,-0.113735550951768,-0.0061937844211031,0.0076614992531252,0.0031969363625365,0.0163567124219561,-0.0106117587504327,-0.0381842888093021
2008-06-01,-0.0711149968659938,-0.0684262087713643,0.0297611902919452,-0.1594892459642296,-0.1132379595589199,-0.0870383505236364,-0.0497136884473464,0.0049562510210336,-0.0308293642428336,-0.117787933606651
2008-07-01,-0.017292487689774,-0.0319824837283541,-0.162746317665572,0.0644685772576971,0.0076494365396089,-0.0285712218310099,0.02357778351428,-0.0958196833381355,0.0369523260746147,0.0046231479427691
2008-08-01,0.0145054626220586,-0.0226982695570988,-0.0516192328065625,0.004160949513261,0.0286131202120367,0.023529674661203,0.0402197558569989,0.0056769543844541,0.0264899528367492,0.1008844457712017
2008-09-01,-0.0879622347455527,-0.1472407403434146,-0.1146600564192901,-0.0392194355584725,-0.1418014930106701,-0.1274330919772873,-0.0161945100160606,-0.1026143463265808,-0.0664317844646837,-0.0997318257925629
2008-10-01,-0.1632769796171844,-0.2146118775254359,-0.1999680926621977,-0.2443154498528523,-0.1769200004465457,-0.1535335376673577,-0.1190648409942797,-0.1172563767735611,-0.1140493824337947,-0.2000004768846353
2008-11-01,-0.1544642116769062,-0.1786819759432388,-0.0979720161830788,-0.3245842964422764,-0.143030866306573,-0.1501498760173883,-0.0714580722179853,-0.0373157429851236,-0.1179110140899455,-0.1621861660794311
2008-12-01,0.1413300497222289,0.1258518616211856,0.1219708440902231,0.2179168340361579,0.1558663482340392,0.1360814447281739,0.073735833493542,0.0698937697280701,0.1529212535606114,0.220434030145701
2009-01-01,-0.1116606484819957,-0.1192193227355915,-0.079361708955578,-0.2701420641993565,-0.1705111454202977,-0.0675423232734275,-0.0929369136782735,-0.0191856138321702,-0.025470589578672,-0.1567325713573037
2009-02-01,-0.1450713884764565,-0.129094138580903,-0.1743558136634333,-0.2294373417530123,-0.2065539245693728,-0.0757881508668461,-0.0906192369355408,-0.1575152575906387,-0.1670451677535011,-0.1167538515621214
2009-03-01,0.156376476911642,0.2609443426687676,0.1433069285580999,0.2852350676869979,0.1903446666822428,0.1713330974242841,0.0809763772364684,0.0563478233356251,0.1073240779965756,0.1925204929776101
2009-04-01,0.0842582948568908,0.1354810778589734,0.0899445618993874,0.1754966318677515,0.1677283594242542,0.0884182863771119,0.029357183451238,0.0343081275779817,-0.0024788179630866,0.1584212703317986
2009-05-01,0.0782798514533502,0.0882246014060585,0.1337289102697008,0.1605631563986163,0.0695459022198548,0.0383294744009048,0.0674515945122864,0.0414628456734744,0.0770503477375674,0.0452977395902314
2009-06-01,-0.0202431354264651,-0.0715163081772201,-0.0978776288996801,-0.0338780770237637,-0.0566378874126082,0.0122737625648727,-0.0008920728925354,0.0340969224676117,0.0197138296838081,-0.0371759777293371
2009-07-01,0.0878369061853596,0.1658932548669185,0.0796426129251628,0.1228956731996324,0.1065759239403716,0.0918536723216338,0.0500431255223083,0.0346899995633469,0.0629262599562654,0.1102022396273374
2009-08-01,-0.0023896107710119,-0.0404642137103996,-0.0315869874877583,0.0427287435933083,0.0081970535760929,-0.0180275314422477,0.0016290160863305,-0.0078685369716481,0.0042799339711454,-0.0038774104776743
2009-09-01,0.0325397130422979,0.0319205154860289,0.0435973998623828,0.0297815646102719,0.0494358872401325,0.0364661955793688,0.0333520936291706,0.0044003352349373,0.0079636320169924,0.0493307683301007
2009-10-01,0.0131104943946092,-0.0043729144134145,0.0643183390858566,-0.0077031063846372,-0.003894419088687,0.0237038189167679,0.0336902877644671,-0.0169961844899777,-0.0024771387096562,0.0078152769726986
2009-11-01,0.0669097657388213,0.1192568714778685,0.0354311738229646,0.0352857911886408,0.0930417346111489,0.0660880069127529,0.0410277081715939,0.0698659424836567,0.1074855264409759,0.0734861167283935
2009-12-01,0.0237210169622539,0.0325413547211468,0.0270989901762401,0.0050801760277539,0.0194562724522804,0.0567219545167805,-0.0083763308220744,0.0372364126967164,0.0180841050061693,0.0376315839837311
2010-01-01,-0.0376779981099897,-0.0787770901629293,-0.0426795331682258,-0.0183798495904804,-0.0187148676095428,-0.0889556781712045,-0.0101238513347694,-0.0437583642426623,-0.0047455004099623,-0.0239999382624348
2010-02-01,0.0259495528450863,0.0204212289650462,0.0063939679950388,0.0208046529558081,0.0514573568020586,0.0363208444963374,0.0310605599821585,-0.0053832438873211,0.0076291625733799,0.0587431946752619
2010-03-01,0.0571554604056963,0.0814530151026691,0.0367982394271948,0.0948814257838446,0.07966219249647,0.052954979197382,0.0370721531378641,0.0263084691813437,0.022654590006401,0.0688093483411367
2010-04-01,0.021646361559622,-0.0156474731000338,0.0350185621973859,0.024253785642516,0.0566156104278148,0.0281871547841874,-0.011384330274594,0.0252742780879347,-0.0396161274278664,0.0740853601017932
2010-05-01,-0.1065224809142596,-0.12393278575938,-0.1660336392612055,-0.1275047962431702,-0.1288374945525283,-0.0961619295739171,-0.0539759259683918,-0.0888739756090006,-0.0799230709795919,-0.1024775311770714
